Gene	Post	Pre	Post_Pre	Label	Funct_Annot
TMEM106A	0.064755667169688	0.104354064595371	-0.0395983974256829	None	None
TMEM156	0.0721858963131661	0.136124705188998	-0.0639388088758316	None	None
TMEM200A	0.0422733102241716	0.103981439797238	-0.0617081295730662	None	None
TMEM201	0.0502005946620504	0.13420588787146	-0.0840052932094101	Pre_Only	None
TMIGD2	0.0510639024634079	0.103117888000653	-0.0520539855372451	None	None
TMIGD3	0.081178123121399	0.114695076375099	-0.0335169532536996	None	None
TMPO-AS1	0.0304226911604615	0.105384171919329	-0.0749614807588678	None	None
TMUB1	0.0427477688390192	0.101280272486875	-0.0585325036478561	None	None
TNFAIP8L2	0.110335818990726	0.125561199193479	-0.0152253802027531	Shared	Immune Checkpoint
TNFRSF11A	0.0640708151506651	0.116642346256479	-0.0525715311058143	None	None
TNFRSF17	0.0711622565398499	0.111284024251018	-0.0401217677111684	None	None
TNFSF12-TNFSF13	0.075334569256433	0.10837471870699	-0.033040149450557	None	None
TNFSF13	0.0719721190605602	0.109407366124334	-0.0374352470637739	None	None
TNFSF13B	0.103440099753244	0.172862429378359	-0.0694223296251151	None	None
TNFSF14	0.0590699791946317	0.116097157533803	-0.0570271783391717	None	None
TNFSF8	0.13138739417972	0.145953479396652	-0.0145660852169315	Shared	T/NK Activation
TRAF1	0.110720044926298	0.0867332727687445	0.0239867721575533	None	None
TRAF3IP3	0.108589839638	0.135732275284816	-0.0271424356468167	None	None
TRAJ15	0.0629673013091785	0.119087372740827	-0.0561200714316482	None	None
TRAT1	0.134827171172139	0.141155377612377	-0.00632820644023796	Shared	NK/T Receptor Signaling
TREM2	0.0490696831883722	0.110099632221835	-0.0610299490334631	None	None
TRGC2	0.0716291178487288	0.115534917062859	-0.0439057992141304	None	None
TRGV7	0.061704165634287	0.119067257274249	-0.057363091639962	None	None
TRIM14	0.0375820735586689	0.103260449770714	-0.0656783762120454	None	None
TRIM21	0.0648791131614182	0.144074993301193	-0.0791958801397751	None	None
TRIM22	0.104856580432714	0.161640966779178	-0.0567843863464645	None	Innate IFN Response
TRIM28	0.0522127244874645	0.106160264120807	-0.0539475396333425	None	None
TRIM34	0.0753269844003793	0.131227945703058	-0.0559009613026786	None	None
TRIM6-TRIM34	0.0628833933626303	0.102773448074592	-0.0398900547119614	None	None
TRIM69	0.0704016258271752	0.106187505260744	-0.0357858794335692	None	None
TXNIP	0.0897491076636982	0.115425667561645	-0.0256765598979469	None	None
TYROBP	0.10300773568794	0.125817593959812	-0.022809858271872	None	None
UBD	0.0837044020068487	0.128655056528123	-0.0449506545212744	None	None
UBE2J2	0.0516565455938108	0.102872616985985	-0.0512160713921745	None	None
UBE2L6	0.0522172184098052	0.135300781203561	-0.0830835627937558	Pre_Only	None
UBE2S	0.0574343266885628	0.118811106625946	-0.0613767799373828	None	None
VNN1	0.0373522857609467	0.105182989416086	-0.0678307036551389	None	None
VNN2	0.0868426247679671	0.127052963542363	-0.0402103387743959	None	None
VSIG4	0.0929873732977377	0.12327921586173	-0.0302918425639919	None	None
VWA5A	0.0761944519771064	0.116953069701859	-0.0407586177247523	None	None
WARS1	0.00010557975894183	0.110376732832856	-0.110271153073914	Pre_Only	Innate IFN Response
WASHC4	0.0362004391646818	0.109923348928907	-0.0737229097642252	None	None
WIPF1	0.110456087796223	0.13300097451099	-0.0225448867147668	None	None
WRAP73	0	0.109453971008753	0	None	None
XAF1	0.0742025153316314	0.134783168169129	-0.0605806528374974	None	None
XRCC3	0.0177844398421835	0.101602327359022	-0.0838178875168381	Pre_Only	None
YDJC	0.0569504506669474	0.10001413785241	-0.0430636871854626	None	None
ZAP70	0.107033326315814	0.0746445679478661	0.0323887583679479	Post_Only	T/NK Activation
ZC3H12D	0.121295763256424	0.103044070757074	0.0182516924993499	None	None
ZFPL1	0.0698191809239949	0.102900747813924	-0.0330815668899293	None	None
ZNF282	0.032692877729641	0.112555905243791	-0.0798630275141499	None	None
ZNF366	0.117375562763063	0.0989392407154703	0.0184363220475928	None	None
ZNF408	0.0435853725254027	0.103686589406444	-0.0601012168810413	None	None
ZNF438	0.0758036350646802	0.112509737160154	-0.0367061020954739	None	None
ZNF593	0.0343289495469983	0.104927560541364	-0.0705986109943652	None	None
ZNF768	0.0440267302112112	0.110905148789882	-0.0668784185786706	None	None
ZNF80	0.0697628390642776	0.126760055464992	-0.0569972164007144	None	None
ZNF831	0.134338364612658	0.118517924145241	0.0158204404674175	Shared	None
