From	To	Weight
B3GALT9	ELOA-AS1	0.41797100942897
BAIAP2-DT	ELOA-AS1	0.416091964252544
BAZ2B-AS1	ELOA-AS1	0.419230833513381
BCL9L	ELOA-AS1	0.387680850306875
BICRA	ELOA-AS1	0.402702527824795
C2orf74-AS1	ELOA-AS1	0.396597367439585
CAMSAP1-DT	ELOA-AS1	0.419000161681188
CD63-AS1	ELOA-AS1	0.415888006555751
CENPBD2P	ELOA-AS1	0.408870680936395
CERS6-AS1	ELOA-AS1	0.419974847545747
CGGBP1	ELOA-AS1	0.394326856454523
CHASERR	ELOA-AS1	0.420221477670083
CHROMR	ELOA-AS1	0.417298782448639
CLK2	ELOA-AS1	0.406303331260954
CLUHP3	ELOA-AS1	0.413522289799178
COX10-DT	ELOA-AS1	0.415242235574671
CRIPT	ELOA-AS1	0.395272065979663
CTBP1-DT	ELOA-AS1	0.416036548797339
DDX11	ELOA-AS1	0.211421069990475
EBLN3P	ELOA-AS1	0.42974960535636
EIF3J-DT	ELOA-AS1	0.41943096169877
AATBC	EPB41L4A-AS1	0.389156763839863
AFG3L1P	EPB41L4A-AS1	0.414906005792591
ALDOC	EPB41L4A-AS1	0.301621842345884
ARL5A	EPB41L4A-AS1	0.365448461291692
ARPP19	EPB41L4A-AS1	0.392394409120589
ARRDC1-AS1	EPB41L4A-AS1	0.390369310723539
ARRDC3-AS1	EPB41L4A-AS1	0.394095221072156
B3GALT6	EPB41L4A-AS1	0.390650205003525
B3GALT9	EPB41L4A-AS1	0.393393890092365
BAIAP2-DT	EPB41L4A-AS1	0.399032801839132
BAZ2B-AS1	EPB41L4A-AS1	0.413501378782233
BCL9L	EPB41L4A-AS1	0.357461599778825
BICRA	EPB41L4A-AS1	0.373934198464275
C2orf74-AS1	EPB41L4A-AS1	0.383886955232621
CAMSAP1-DT	EPB41L4A-AS1	0.413016156055618
CD63-AS1	EPB41L4A-AS1	0.398760552239176
CENPBD2P	EPB41L4A-AS1	0.393929771371222
CERS6-AS1	EPB41L4A-AS1	0.411691742202124
CGGBP1	EPB41L4A-AS1	0.366220646076064
CHASERR	EPB41L4A-AS1	0.413167318295141
CHROMR	EPB41L4A-AS1	0.410868433503673
CLK2	EPB41L4A-AS1	0.383880365345688
CLUHP3	EPB41L4A-AS1	0.394807280400207
COX10-DT	EPB41L4A-AS1	0.410559217257391
CRIPT	EPB41L4A-AS1	0.366506296086209
CTBP1-DT	EPB41L4A-AS1	0.398438771824041
DDX11	EPB41L4A-AS1	0.209748598079476
EBLN3P	EPB41L4A-AS1	0.428337705653204
EIF3J-DT	EPB41L4A-AS1	0.418326150037884
ELOA-AS1	EPB41L4A-AS1	0.419873501727568
AATBC	ERVK3-1	0.396726523409636
AFG3L1P	ERVK3-1	0.415990577061726
ALDOC	ERVK3-1	0.303599105498144
