From	To	Weight
ESYT3	TRAF3IP2-AS1	0.335069689101699
HCN3	TRAF3IP2-AS1	0.373185585807661
ID4	TRAF3IP2-AS1	0.41928356483311
TMUB2	TRAF3IP2-AS1	0.238734134977017
CLK2	TUG1	0.44628955669625
ESYT3	TUG1	0.320234097324354
HCN3	TUG1	0.401890562476414
ID4	TUG1	0.429768690848441
TMUB2	TUG1	0.212323093320423
CLK2	UBA6-DT	0.435434383998081
ESYT3	UBA6-DT	0.317653270033453
HCN3	UBA6-DT	0.389403583974106
ID4	UBA6-DT	0.41335560807778
TMUB2	UBA6-DT	0.224807491462383
CLK2	VASH1-AS1	0.404821844933662
ESYT3	VASH1-AS1	0.365351116050689
HCN3	VASH1-AS1	0.361927875583969
ID4	VASH1-AS1	0.394415389612024
TMUB2	VASH1-AS1	0.268332549656548
CLK2	WAC-AS1	0.440006584012514
ESYT3	WAC-AS1	0.312217730610127
HCN3	WAC-AS1	0.401001950014454
ID4	WAC-AS1	0.425817302883065
TMUB2	WAC-AS1	0.207055388840624
CLK2	YWHAEP1	0.226539860026291
ESYT3	YWHAEP1	0.283617825374328
HCN3	YWHAEP1	0.184762789621481
ID4	YWHAEP1	0.214993367076918
TMUB2	YWHAEP1	0.291874126666907
CLK2	ZC3H11B	0.258823548994424
ESYT3	ZC3H11B	0.289721952575894
HCN3	ZC3H11B	0.211544394430344
ID4	ZC3H11B	0.236379113730826
TMUB2	ZC3H11B	0.306565400386422
CLK2	ZFAS1	0.43178406961741
ESYT3	ZFAS1	0.313830815103802
HCN3	ZFAS1	0.385290147170096
ID4	ZFAS1	0.406826292816547
TMUB2	ZFAS1	0.220903414644961
CLK2	ZNF271P	0.430198615097368
ESYT3	ZNF271P	0.305066027128214
HCN3	ZNF271P	0.388339549282302
ID4	ZNF271P	0.415449663153341
TMUB2	ZNF271P	0.190247433851084
CLK2	ZNF45-AS1	0.430704255871861
ESYT3	ZNF45-AS1	0.342108759440637
HCN3	ZNF45-AS1	0.382186237788235
ID4	ZNF45-AS1	0.413128338644493
TMUB2	ZNF45-AS1	0.236960306005014
CLK2	ZNF542P	0.437086857568675
ESYT3	ZNF542P	0.333331718053396
HCN3	ZNF542P	0.399597198958164
ID4	ZNF542P	0.413173839836938
TMUB2	ZNF542P	0.21643253603563
CLK2	ZNF561-AS1	0.411066985505496
ESYT3	ZNF561-AS1	0.288973820644349
HCN3	ZNF561-AS1	0.386966442260487
ID4	ZNF561-AS1	0.402665757491516
TMUB2	ZNF561-AS1	0.173160628109031
CLK2	ZNF818P	0.438896102225211
ESYT3	ZNF818P	0.346366256992296
HCN3	ZNF818P	0.395140554517395
ID4	ZNF818P	0.420739728221184
TMUB2	ZNF818P	0.234977203778608
CLK2	ZNF892	0.424478458946098
ESYT3	ZNF892	0.280315280392753
HCN3	ZNF892	0.378512563116914
ID4	ZNF892	0.422353422140538
TMUB2	ZNF892	0.170787861904091
ABCB8	AMOTL2	0.178505109043666
ACAP3	AMOTL2	0.156491543668333
ACTR6	AMOTL2	0.105140515950305
ALDH16A1	AMOTL2	0.167150737856444
AMIGO3	AMOTL2	0.137220135361514
AMOTL2	ANAPC2	0.127395159091557
AMOTL2	AP5Z1	0.190433029723937
AMOTL2	APBA3	0.180887561249512
AMOTL2	API5	0.145525761868867
AMOTL2	ATAD3B	0.161921806950719
AMOTL2	AURKAIP1	0.131833926519989
AMOTL2	BBLN	0.155402008055875
AMOTL2	BCAR1	0.182694723876757
